stage,global_step,epoch,loss,loss_pred,loss_reg,emb_std,act_emb_std,pred_emb_std
val,0,0,5.108333587646484,0.07708350569009781,56.0,0.19352984428405762,0.11731991171836853,0.20084631443023682
train,0,0,4.111077308654785,0.1892024129629135,43.5,0.23492203652858734,0.11363445222377777,0.36867091059684753
train,1,0,4.12617301940918,0.18867285549640656,43.75,0.23247452080249786,0.114141546189785,0.36837857961654663
train,2,0,4.124638557434082,0.18713875114917755,43.75,0.23431257903575897,0.11450881510972977,0.36769625544548035
train,3,0,4.126614570617676,0.18911464512348175,43.75,0.23515228927135468,0.11383567005395889,0.3687508702278137
train,4,0,4.127730846405029,0.1902308464050293,43.75,0.2345276176929474,0.11411309242248535,0.3686177134513855
train,5,0,4.125365257263184,0.18786537647247314,43.75,0.23405519127845764,0.11438076198101044,0.36842361092567444
train,6,0,4.112015724182129,0.19014093279838562,43.5,0.23552705347537994,0.11490023136138916,0.3682064414024353
train,7,0,4.125252723693848,0.187752828001976,43.75,0.23304437100887299,0.1130865216255188,0.3680382966995239
train,8,0,4.109821319580078,0.18794654309749603,43.5,0.23357374966144562,0.11382327973842621,0.36810046434402466
train,9,0,4.110661029815674,0.18878605961799622,43.5,0.23524382710456848,0.11372779309749603,0.36848318576812744
train,10,0,4.12537956237793,0.1878797560930252,43.75,0.2319464087486267,0.11395017057657242,0.36831724643707275
train,11,0,4.124475002288818,0.18697483837604523,43.75,0.23308023810386658,0.11441279202699661,0.3677387833595276
train,12,0,4.125092506408691,0.18759265542030334,43.75,0.23284195363521576,0.11316990852355957,0.3678753077983856
train,13,0,4.10983943939209,0.18796463310718536,43.5,0.23425063490867615,0.11299144476652145,0.36751505732536316
train,14,0,4.1105146408081055,0.1886395961046219,43.5,0.23520518839359283,0.11312133818864822,0.3678518533706665
train,15,0,4.109645366668701,0.18777038156986237,43.5,0.23486283421516418,0.11315369606018066,0.36707985401153564
train,16,0,4.110480308532715,0.18860554695129395,43.5,0.23568685352802277,0.11409379541873932,0.3688008785247803
train,17,0,4.112715244293213,0.19084018468856812,43.5,0.2366204410791397,0.11372466385364532,0.3679162859916687
train,18,0,4.1112213134765625,0.1893465220928192,43.5,0.2379673719406128,0.11517979204654694,0.36727625131607056
train,19,0,4.111154556274414,0.18927939236164093,43.5,0.23670977354049683,0.11472368240356445,0.367754727602005
train,20,0,4.111679553985596,0.18980476260185242,43.5,0.23869475722312927,0.11493862420320511,0.3674900233745575
train,21,0,4.0804595947265625,0.1898343861103058,43.25,0.23949648439884186,0.11424177139997482,0.3671068549156189
train,22,0,4.081729888916016,0.19110484421253204,43.25,0.24056582152843475,0.11466363817453384,0.3671514093875885
train,23,0,4.112828731536865,0.19095371663570404,43.5,0.24069304764270782,0.11315394192934036,0.3668467402458191
train,24,0,4.081363677978516,0.19073845446109772,43.25,0.2402636706829071,0.11351174861192703,0.3664005398750305
train,25,0,4.081029415130615,0.19040447473526,43.25,0.2430630326271057,0.11522265523672104,0.3659416139125824
train,26,0,4.080922603607178,0.1902977079153061,43.25,0.2415907382965088,0.1150243878364563,0.36636409163475037
train,27,0,4.081397533416748,0.1907726675271988,43.25,0.2401728630065918,0.11405111104249954,0.3672437071800232
train,28,0,4.081316947937012,0.19069215655326843,43.25,0.2420949786901474,0.1144387423992157,0.3668786883354187
train,29,0,4.066525459289551,0.1915256232023239,43.0,0.24311009049415588,0.11418089270591736,0.36600562930107117
train,30,0,4.08012056350708,0.1894955337047577,43.25,0.24163462221622467,0.11546941101551056,0.36566266417503357
train,31,0,4.080111026763916,0.1894860416650772,43.25,0.24154651165008545,0.11401433497667313,0.36582043766975403
train,32,0,4.065543174743652,0.19054299592971802,43.0,0.24468517303466797,0.11346255987882614,0.3654903769493103
train,33,0,4.036683559417725,0.192933589220047,42.75,0.24641625583171844,0.11317958682775497,0.3656158745288849
train,34,0,4.036206245422363,0.1924564391374588,42.75,0.24736730754375458,0.11597578227519989,0.36522582173347473
train,35,0,4.0672287940979,0.19222886860370636,43.0,0.24536798894405365,0.11490431427955627,0.3655374348163605
train,36,0,4.067007064819336,0.1920069307088852,43.0,0.24394047260284424,0.11353278160095215,0.3653446137905121
train,37,0,4.067340850830078,0.19234085083007812,43.0,0.24621893465518951,0.11572607606649399,0.36469727754592896
train,38,0,4.066590309143066,0.1915902942419052,43.0,0.24616236984729767,0.1136886402964592,0.36488115787506104
train,39,0,4.037654876708984,0.19390501081943512,42.75,0.24928590655326843,0.11185851693153381,0.36529722809791565
train,40,0,4.036601543426514,0.19285143911838531,42.75,0.25039204955101013,0.11369407922029495,0.36494022607803345
train,41,0,4.036429405212402,0.19267964363098145,42.75,0.25106772780418396,0.114008828997612,0.36472955346107483
train,42,0,4.0364813804626465,0.19273152947425842,42.75,0.2497432827949524,0.11546389013528824,0.36471495032310486
train,43,0,4.0358147621154785,0.19206486642360687,42.75,0.24982315301895142,0.11427116394042969,0.3640020191669464
train,44,0,4.03617000579834,0.19241979718208313,42.75,0.25034669041633606,0.11438564211130142,0.3640665113925934
train,45,0,4.020827293395996,0.19270232319831848,42.5,0.2512779235839844,0.11377745121717453,0.3639211356639862
train,46,0,4.036911964416504,0.1931617707014084,42.75,0.2509937286376953,0.1136833131313324,0.363079309463501
train,47,0,4.036579132080078,0.192828968167305,42.75,0.24971652030944824,0.11402036249637604,0.3633545935153961
train,48,0,4.0229668617248535,0.19484207034111023,42.5,0.2528992295265198,0.11528260260820389,0.3630080819129944
train,49,0,4.021610736846924,0.19348575174808502,42.5,0.2520006000995636,0.11530528217554092,0.3627602159976959
train,50,0,4.0220184326171875,0.19389349222183228,42.5,0.25527888536453247,0.11458996683359146,0.3619307279586792
train,51,0,3.991291046142578,0.19441606104373932,42.25,0.25792357325553894,0.11453051120042801,0.36206889152526855
train,52,0,4.026515007019043,0.19839000701904297,42.5,0.258156955242157,0.11487115174531937,0.36301329731941223
train,53,0,3.979206085205078,0.1979561448097229,42.0,0.26340553164482117,0.11571900546550751,0.3615473210811615
train,54,0,3.948725700378418,0.19872567057609558,41.75,0.2658422589302063,0.11393405497074127,0.36156609654426575
train,55,0,3.9790663719177246,0.197816401720047,42.0,0.2652384638786316,0.11407261341810226,0.3614679276943207
train,56,0,3.9782416820526123,0.1969917267560959,42.0,0.26349735260009766,0.11450615525245667,0.3612549602985382
train,57,0,3.9470553398132324,0.19705535471439362,41.75,0.26411256194114685,0.11523137241601944,0.36132803559303284
train,58,0,3.9492316246032715,0.19923168420791626,41.75,0.26732245087623596,0.1146867647767067,0.3605281710624695
train,59,0,3.934441328048706,0.20006641745567322,41.5,0.2696712017059326,0.11375026404857635,0.36072978377342224
train,60,0,3.934110641479492,0.19973565638065338,41.5,0.2699645161628723,0.11541452258825302,0.3609732389450073
train,61,0,3.933656930923462,0.19928203523159027,41.5,0.2691841721534729,0.114748515188694,0.36007124185562134
train,62,0,3.9354376792907715,0.20106267929077148,41.5,0.2703288197517395,0.11477329581975937,0.36066728830337524
train,63,0,3.9191372394561768,0.20038728415966034,41.25,0.2728130519390106,0.1149924248456955,0.35970988869667053
train,64,0,3.921466588973999,0.202716663479805,41.25,0.2752607464790344,0.11526452004909515,0.3598991930484772
train,65,0,3.92047381401062,0.20172376930713654,41.25,0.27610620856285095,0.11483030021190643,0.35918837785720825
train,66,0,3.8908424377441406,0.2033425122499466,41.0,0.27978065609931946,0.11362411081790924,0.359150230884552
train,67,0,3.8902218341827393,0.20272180438041687,41.0,0.2778564691543579,0.11371444165706635,0.35854512453079224
train,68,0,3.9208009243011475,0.20205099880695343,41.25,0.2766176462173462,0.11412239074707031,0.35894590616226196
train,69,0,3.8920514583587646,0.20455138385295868,41.0,0.28044381737709045,0.11365113407373428,0.3584597706794739
train,70,0,3.876768112182617,0.20489317178726196,40.75,0.2829209268093109,0.11504772305488586,0.35858410596847534
train,71,0,3.8771305084228516,0.2052554041147232,40.75,0.28246161341667175,0.11442916095256805,0.35800713300704956
train,72,0,3.87674617767334,0.2048712521791458,40.75,0.2845264971256256,0.11442727595567703,0.35723912715911865
train,73,0,3.8470747470855713,0.20644982159137726,40.5,0.2883548438549042,0.11473538726568222,0.3570343255996704
train,74,0,3.8023760318756104,0.20862606167793274,40.0,0.29045745730400085,0.11486693471670151,0.3575178384780884
train,75,0,3.803375482559204,0.2096254527568817,40.0,0.29409730434417725,0.11523949354887009,0.3571305274963379
train,76,0,3.8042047023773193,0.2104547768831253,40.0,0.2932112216949463,0.1134706661105156,0.3583226799964905
train,77,0,3.788844585418701,0.21071958541870117,39.75,0.2948808968067169,0.11396389454603195,0.35732242465019226
train,78,0,3.7893686294555664,0.21124374866485596,39.75,0.29707038402557373,0.11509134620428085,0.35655614733695984
train,79,0,3.8058717250823975,0.21212168037891388,40.0,0.29753953218460083,0.11418154090642929,0.3567544221878052
train,80,0,3.7756974697113037,0.21319745481014252,39.5,0.3015057146549225,0.11431687325239182,0.3562956154346466
train,81,0,3.747194766998291,0.21594484150409698,39.25,0.3046100437641144,0.11426154524087906,0.35655927658081055
train,82,0,3.747424602508545,0.21617455780506134,39.25,0.3041648864746094,0.1155770793557167,0.35588687658309937
train,83,0,3.7789411544799805,0.2164410501718521,39.5,0.3049457371234894,0.11565352976322174,0.35476821660995483
train,84,0,3.731259822845459,0.2156347930431366,39.0,0.3082304894924164,0.11432473361492157,0.3558806777000427
train,85,0,3.7463021278381348,0.21505221724510193,39.25,0.3081020712852478,0.11526983231306076,0.3547702431678772
train,86,0,3.705414295196533,0.22103933990001678,38.75,0.3121510148048401,0.11542703211307526,0.3555443286895752
train,87,0,3.7031843662261963,0.21880939602851868,38.75,0.31387898325920105,0.11437451839447021,0.35454419255256653
train,88,0,3.7067325115203857,0.2223575860261917,38.75,0.31531670689582825,0.1162257194519043,0.35463252663612366
train,89,0,3.660475492477417,0.22297559678554535,38.25,0.31800055503845215,0.11525675654411316,0.3540787398815155
train,90,0,3.6895246505737305,0.22077472507953644,38.5,0.3190520405769348,0.11530926823616028,0.3533581495285034
train,91,0,3.659994602203369,0.2224947065114975,38.25,0.3203389644622803,0.11519289016723633,0.353934645652771
train,92,0,3.6152358055114746,0.22461076080799103,37.75,0.32510197162628174,0.1146414503455162,0.35300225019454956
train,93,0,3.6637113094329834,0.226211279630661,38.25,0.3238276541233063,0.11670636385679245,0.35312438011169434
train,94,0,3.647787570953369,0.22591252624988556,38.0,0.3273284435272217,0.11465734988451004,0.3534940481185913
train,95,0,3.6173148155212402,0.22668984532356262,37.75,0.33043983578681946,0.11513622850179672,0.35296815633773804
train,96,0,3.6185076236724854,0.22788259387016296,37.75,0.3308834731578827,0.1147754043340683,0.35249534249305725
train,97,0,3.6044387817382812,0.22943885624408722,37.5,0.33249637484550476,0.11500754207372665,0.35114842653274536
train,98,0,3.5904600620269775,0.23108503222465515,37.25,0.33620959520339966,0.11625025421380997,0.3520885109901428
train,99,0,3.5613210201263428,0.23319612443447113,37.0,0.339638352394104,0.11528076231479645,0.35181403160095215
train,100,0,3.5638396739959717,0.2357146441936493,37.0,0.34020963311195374,0.11524755507707596,0.3512214422225952
train,101,0,3.5145511627197266,0.23330122232437134,36.5,0.3407156765460968,0.11508198827505112,0.35050085186958313
train,102,0,3.516192674636841,0.2349427491426468,36.5,0.34462302923202515,0.11457803845405579,0.3504828214645386
train,103,0,3.5202834606170654,0.23903349041938782,36.5,0.34705421328544617,0.11571880429983139,0.3514613211154938
train,104,0,3.5184290409088135,0.23717907071113586,36.5,0.3480275571346283,0.11498137563467026,0.34943148493766785
train,105,0,3.4768080711364746,0.24243296682834625,36.0,0.35266295075416565,0.11655052751302719,0.3498428761959076
train,106,0,3.4779202938079834,0.243545264005661,36.0,0.35311514139175415,0.11556913703680038,0.3499273657798767
train,107,0,3.4764959812164307,0.24212105572223663,36.0,0.3543403744697571,0.11720769852399826,0.3491334915161133
train,108,0,3.430530548095703,0.2430306226015091,35.5,0.3555477261543274,0.11537621915340424,0.3483567237854004
train,109,0,3.4316394329071045,0.24413950741291046,35.5,0.3574877083301544,0.11542019993066788,0.34824037551879883
train,110,0,3.418520212173462,0.24664521217346191,35.25,0.3593727946281433,0.11598942428827286,0.34868788719177246
train,111,0,3.433501720428467,0.24600178003311157,35.5,0.36161550879478455,0.11640089005231857,0.3481542468070984
train,112,0,3.4155585765838623,0.24368363618850708,35.25,0.3604535162448883,0.1139703094959259,0.3480721116065979
train,113,0,3.4175333976745605,0.24565839767456055,35.25,0.3610028624534607,0.11592300981283188,0.3464029133319855
train,114,0,3.4013922214508057,0.2451421469449997,35.0,0.36407363414764404,0.11690983921289444,0.34660017490386963
train,115,0,3.4199047088623047,0.2480296641588211,35.25,0.364900678396225,0.11602506041526794,0.34485501050949097
train,116,0,3.408719539642334,0.2524694502353668,35.0,0.3684561550617218,0.11554448306560516,0.34597769379615784
train,117,0,3.3565077781677246,0.24713273346424103,34.5,0.3687358498573303,0.11573991924524307,0.34532430768013
train,118,0,3.3584229946136475,0.2490478903055191,34.5,0.370045006275177,0.11602255702018738,0.3454864025115967
train,119,0,3.355346441268921,0.24597133696079254,34.5,0.3689771890640259,0.11694338172674179,0.34358924627304077
train,120,0,3.358125925064087,0.24875089526176453,34.5,0.370369017124176,0.11566700041294098,0.34447723627090454
train,121,0,3.3552563190460205,0.24588139355182648,34.5,0.37122002243995667,0.11481887102127075,0.3426823616027832
train,122,0,3.3258936405181885,0.24776870012283325,34.25,0.37212496995925903,0.11763263493776321,0.34223103523254395
train,123,0,3.3578169345855713,0.2484419047832489,34.5,0.3733193278312683,0.11650858074426651,0.34255653619766235
train,124,0,3.3289809226989746,0.25085583329200745,34.25,0.37401282787323,0.1155603677034378,0.3412491977214813
train,125,0,3.2834243774414062,0.2521744966506958,33.75,0.376315712928772,0.11640657484531403,0.3420208990573883
train,126,0,3.282322883605957,0.25107288360595703,33.75,0.3764589726924896,0.11664526164531708,0.3420765697956085
train,127,0,3.315350294113159,0.25285035371780396,34.0,0.37769192457199097,0.11654799431562424,0.3412254750728607
train,128,0,3.315080165863037,0.2525801658630371,34.0,0.3780502676963806,0.11808113008737564,0.3404809534549713
train,129,0,3.269923448562622,0.2542984187602997,33.5,0.3804725408554077,0.11668986082077026,0.3399065136909485
train,130,0,3.2831954956054688,0.2519456148147583,33.75,0.3805142045021057,0.11598258465528488,0.3398292064666748
train,131,0,3.253201484680176,0.253201425075531,33.25,0.3820454478263855,0.11652515828609467,0.337550550699234
train,132,0,3.2532267570495605,0.2532268166542053,33.25,0.3856120705604553,0.11833509802818298,0.3388178050518036
train,133,0,3.2703919410705566,0.2547670304775238,33.5,0.38265058398246765,0.11811571568250656,0.33853021264076233
train,134,0,3.252525806427002,0.2525259256362915,33.25,0.3821229636669159,0.11715824156999588,0.3399086892604828
train,135,0,3.222412109375,0.2536620497703552,33.0,0.3858925402164459,0.11880233883857727,0.3380129933357239
train,136,0,3.2087531089782715,0.2556281089782715,32.75,0.3881325423717499,0.11794620752334595,0.33813077211380005
train,137,0,3.224539279937744,0.2557893395423889,33.0,0.38660237193107605,0.11848989129066467,0.3369008004665375
train,138,0,3.1760354042053223,0.2541603744029999,32.5,0.38636136054992676,0.11668474972248077,0.3369233310222626
train,139,0,3.2230184078216553,0.2542683184146881,33.0,0.38621124625205994,0.11779442429542542,0.3351036310195923
train,140,0,3.180341958999634,0.2584668695926666,32.5,0.38915443420410156,0.11808295547962189,0.33597180247306824
train,141,0,3.162369728088379,0.25611966848373413,32.25,0.39093276858329773,0.11788687855005264,0.33514800667762756
train,142,0,3.1348373889923096,0.25983744859695435,32.0,0.39511576294898987,0.11811460554599762,0.3343972861766815
train,143,0,3.129833459854126,0.2548334300518036,32.0,0.39083239436149597,0.11769096553325653,0.3346650302410126
train,144,0,3.162140369415283,0.2558903396129608,32.25,0.3920895457267761,0.11705613136291504,0.3349032998085022
train,145,0,3.132147789001465,0.2571476995944977,32.0,0.39323046803474426,0.11800607293844223,0.3343571424484253
train,146,0,3.1318938732147217,0.25689390301704407,31.875,0.3956614136695862,0.11798745393753052,0.33320698142051697
train,147,0,3.1316587924957275,0.2566587030887604,32.0,0.39423868060112,0.11718001216650009,0.3326851427555084
train,148,0,3.1158368587493896,0.2564617991447449,31.75,0.3937563896179199,0.11792653799057007,0.3340270519256592
train,149,0,3.1336843967437744,0.2586844265460968,32.0,0.39692047238349915,0.11796672642230988,0.3312051296234131
train,150,0,3.1073851585388184,0.2636350989341736,31.625,0.3998732268810272,0.11881104856729507,0.33076563477516174
train,151,0,3.093127965927124,0.26500290632247925,31.375,0.40202659368515015,0.11819028854370117,0.33142974972724915
train,152,0,3.091107130050659,0.2629821300506592,31.375,0.4051688015460968,0.11796297132968903,0.331361323595047
train,153,0,3.0585567951202393,0.2616817057132721,31.125,0.4019293785095215,0.11945749819278717,0.33149591088294983
train,154,0,3.0706281661987305,0.2581280767917633,31.25,0.40165695548057556,0.11985687911510468,0.3312973976135254
train,155,0,3.0744681358337402,0.261968195438385,31.25,0.4035073220729828,0.11931150406599045,0.33022475242614746
train,156,0,3.079197645187378,0.26669761538505554,31.25,0.40385860204696655,0.1175689548254013,0.33107462525367737
train,157,0,3.0179126262664795,0.26791271567344666,30.625,0.4092737138271332,0.11895155906677246,0.3299148678779602
train,158,0,3.0180506706237793,0.2680506110191345,30.625,0.40924450755119324,0.11880998313426971,0.3289647102355957
train,159,0,3.0175676345825195,0.2675676643848419,30.5,0.40999332070350647,0.11806536465883255,0.32913926243782043
